BKN,CLE,-190,155,211.5
CHA,WAS,180,-225,211.5
HOU,BOS,475,-650,207.5
OKC,ATL,800,-1400,215.5
IND,CHI,106,-124,213.5
ORL,MIL,600,-900,218.0
MIN,NO,-160,135,214.5
PHO,SA,-225,180,219.0
MEM,UTA,400,-550,221.5
PHI,SAC,155,-170,220.5
