,Date,Visit,Home,V_Odd,H_Odd,OU,Score
36,20/12/27,GS,CHI,-165,145,229.5,129-128
37,20/12/27,PHO,SAC,-160,140,225.5,116-100
38,20/12/28,MIN,LAL,400,-500,229.0,91-127
39,20/12/28,MEM,BKN,-125,105,227.5,116-111
40,20/12/28,DET,ATL,400,-500,223.5,120-128
41,20/12/28,UTA,OKC,-400,330,218.0,110-109
42,20/12/28,HOU,DEN,225,-265,222.0,111-124
43,20/12/28,POR,LAL,195,-230,229.0,115-107
44,20/12/29,BOS,IND,-105,-115,219.0,116-111
45,20/12/29,CHI,WAS,210,-250,238.0,115-107
46,20/12/29,GS,DET,-170,150,227.5,116-106
47,20/12/29,TOR,PHI,105,-125,219.5,93-100
48,20/12/29,NY,CLE,140,-160,216.0,95-86
49,20/12/29,MIL,MIA,-240,200,227.5,144-97
50,20/12/29,ORL,OKC,-250,210,219.0,118-107
51,20/12/29,MIN,LAC,475,-650,225.5,101-124
52,20/12/29,NO,PHO,105,-125,222.0,86-111
53,20/12/29,DEN,SAC,-110,-110,226.0,115-125
54,20/12/30,MEM,BOS,245,-285,218.0,107-126
55,20/12/30,MIL,MIA,-260,220,228.5,108-119
56,20/12/30,ATL,BKN,195,-230,240.0,141-145
57,20/12/30,CHA,DAL,300,-360,225.0,118-99
58,20/12/30,LAL,SA,-310,260,231.5,121-107
59,20/12/30,POR,LAC,190,-220,226.0,105-128
60,20/12/31,CLE,IND,270,-330,219.0,99-119
61,20/12/31,CHI,WAS,250,-300,235.5,133-130
62,20/12/31,PHI,ORL,-175,155,219.5,116-92
63,20/12/31,SAC,HOU,180,-210,231.5,119-122
64,20/12/31,NY,TOR,300,-360,215.5,83-100
65,20/12/31,NO,OKC,-200,175,214.5,113-80
66,20/12/31,PHO,UTA,150,-170,219.5,106-95
67,21/1/01,BOS,DET,-370,310,213.5,93-96
68,21/1/01,MIA,DAL,-115,-105,225.0,83-93
69,21/1/01,MEM,CHA,160,-180,219.5,108-93
70,21/1/01,ATL,BKN,210,-250,244.5,114-96
71,21/1/01,WAS,MIN,-110,-110,234.5,130-109
72,21/1/01,LAL,SA,-340,280,229.0,109-103
73,21/1/01,CHI,MIL,850,-1500,233.0,96-126
74,21/1/01,PHO,DEN,140,-160,220.5,106-103
75,21/1/01,LAC,UTA,-160,140,219.5,100-106
76,21/1/01,POR,GS,-150,130,237.5,123-98
77,21/1/02,SAC,HOU,-130,110,229.0,94-102
78,21/1/02,CHA,PHI,400,-500,217.0,112-127
79,21/1/02,OKC,ORL,155,-175,216.5,108-99
80,21/1/02,NY,IND,375,-450,215.0,106-102
81,21/1/02,TOR,NO,-115,-105,215.5,116-120
82,21/1/02,CLE,ATL,200,-240,229.0,96-91
83,21/1/03,BOS,DET,-360,300,212.0,122-120
84,21/1/03,WAS,BKN,270,-330,241.5,123-122
85,21/1/03,LAL,MEM,-500,400,220.0,108-94
86,21/1/03,UTA,SA,-220,190,222.5,130-109
87,21/1/03,DEN,MIN,-360,300,226.0,124-109
88,21/1/03,LAC,PHO,-150,130,215.5,112-107
89,21/1/03,DAL,CHI,-170,150,222.0,108-118
90,21/1/03,POR,GS,-190,170,235.0,122-137
91,21/1/04,CHA,PHI,290,-350,221.5,101-118
92,21/1/04,CLE,ORL,190,-220,214.5,83-103
93,21/1/04,OKC,MIA,350,-420,214.5,90-118
94,21/1/04,NY,ATL,250,-300,224.5,113-108
95,21/1/04,BOS,TOR,200,-240,217.0,126-114
96,21/1/04,DAL,HOU,150,-170,229.5,113-100
97,21/1/04,IND,NO,105,-125,216.0,118-116
98,21/1/04,DET,MIL,1100,-2500,223.5,115-125
99,21/1/04,SAC,GS,-125,105,235.0,106-137
100,21/1/05,UTA,BKN,-180,160,225.0,96-130
101,21/1/05,LAL,MEM,-460,380,219.0,94-92
102,21/1/05,MIN,DEN,475,-650,226.5,116-123
103,21/1/05,SA,LAC,260,-310,226.0,116-113
104,21/1/05,CHI,POR,375,-450,232.5,111-108
105,21/1/06,HOU,IND,125,-145,224.0,107-114
106,21/1/06,WAS,PHI,220,-260,235.0,136-141
107,21/1/06,CLE,ORL,180,-210,214.0,94-105
108,21/1/06,BOS,MIA,120,-140,217.5,107-105
109,21/1/06,CHA,ATL,210,-250,232.5,102-94
110,21/1/06,UTA,NY,-310,260,214.5,100-112
111,21/1/06,OKC,NO,270,-330,213.5,111-110
112,21/1/06,DET,MIL,650,-1000,226.5,115-130
113,21/1/06,TOR,PHO,130,-150,219.0,115-123
114,21/1/06,CHI,SAC,250,-300,228.5,124-128
115,21/1/06,LAC,GS,-210,180,231.0,108-101
116,21/1/07,PHI,BKN,-180,160,222.5,109-122
117,21/1/07,CLE,MEM,200,-240,209.0,94-90
118,21/1/07,MIN,POR,400,-500,233.0,117-135
119,21/1/07,DAL,DEN,125,-145,222.5,124-117
120,21/1/07,SA,LAL,330,-400,226.5,118-109
121,21/1/08,PHO,DET,-330,270,216.0,105-110
122,21/1/08,CHA,NO,230,-270,218.0,118-110
123,21/1/08,WAS,BOS,155,-175,237.5,107-116
124,21/1/08,OKC,NY,130,-150,212.0,101-89
125,21/1/08,UTA,MIL,200,-240,232.5,131-118
126,21/1/08,ORL,HOU,240,-280,222.0,90-132
127,21/1/08,BKN,MEM,-110,-110,217.5,110-115
128,21/1/08,TOR,SAC,-120,100,227.5,144-123
129,21/1/08,LAC,GS,-250,210,229.5,105-115
130,21/1/08,CHI,LAL,350,-420,221.5,115-117
131,21/1/09,DEN,PHI,-1100,700,215.0,115-103
132,21/1/09,MIA,WAS,-700,500,226.5,128-124
133,21/1/09,ATL,CHA,-200,175,229.0,105-113
134,21/1/09,PHO,IND,130,-150,217.0,125-117
135,21/1/09,SA,MIN,-160,140,235.0,125-122
136,21/1/09,CLE,MIL,350,-420,219.0,90-100
137,21/1/09,ORL,DAL,220,-260,218.0,98-112
138,21/1/09,POR,SAC,-210,180,236.0,125-99
139,21/1/10,UTA,DET,-400,330,217.5,96-86
140,21/1/10,CHI,LAC,650,-1000,221.0,127-130
141,21/1/10,OKC,BKN,290,-350,225.0,129-116
142,21/1/10,DEN,NY,-220,190,213.5,114-89
143,21/1/10,LAL,HOU,-180,160,223.5,120-102
144,21/1/10,SA,MIN,-185,165,229.5,88-96
145,21/1/10,TOR,GS,-150,130,233.5,105-106
146,21/1/11,MEM,CLE,-135,115,207.0,101-91
147,21/1/11,PHO,WAS,-250,210,231.5,107-128
148,21/1/11,MIL,ORL,-500,400,226.0,121-99
149,21/1/11,NY,CHA,170,-190,212.5,88-109
150,21/1/11,PHI,ATL,200,-240,222.5,94-112
151,21/1/11,TOR,POR,175,-200,230.5,111-112
152,21/1/11,IND,SAC,-170,150,229.0,122-127
153,21/1/12,MIA,PHI,320,-380,213.0,134-137
154,21/1/12,UTA,CLE,-1000,650,208.5,117-87
155,21/1/12,DEN,BKN,110,-130,230.5,116-122
156,21/1/12,SA,OKC,-135,115,218.5,112-102
157,21/1/12,LAL,HOU,-170,150,224.0,117-100
158,21/1/12,IND,GS,135,-155,227.0,104-95
159,21/1/13,MIL,DET,-600,450,225.5,110-101
160,21/1/13,DAL,CHA,-150,130,220.5,104-93
161,21/1/13,BKN,NY,-145,125,217.0,116-109
162,21/1/13,LAL,OKC,-600,450,219.5,128-99
163,21/1/13,MEM,MIN,125,-145,223.0,118-107
164,21/1/13,POR,SAC,-200,175,237.5,132-126
165,21/1/13,NO,LAC,475,-650,216.0,106-111
166,21/1/14,MIA,PHI,300,-360,222.0,108-125
167,21/1/14,CHA,TOR,425,-550,217.5,108-111
168,21/1/14,HOU,SA,250,-300,219.5,109-105
169,21/1/14,GS,DEN,170,-190,225.5,104-114
170,21/1/14,IND,POR,120,-140,228.0,111-87
171,21/1/15,NY,CLE,-140,120,195.5,103-106
172,21/1/15,ORL,BOS,160,-180,213.5,97-124
173,21/1/15,DAL,MIL,260,-310,230.0,109-112
174,21/1/15,CHI,OKC,-130,110,225.0,125-127
175,21/1/15,ATL,UTA,200,-240,229.0,92-116
176,21/1/15,NO,LAL,350,-420,218.5,95-112
177,21/1/15,LAC,SAC,-300,250,227.5,138-100
178,21/1/16,HOU,SA,260,-310,217.0,91-103
179,21/1/16,ORL,BKN,375,-450,226.0,115-122
180,21/1/16,CHA,TOR,230,-270,221.5,113-116
181,21/1/16,PHI,MEM,110,-130,222.5,104-106
182,21/1/16,DET,MIA,195,-230,217.5,120-100
183,21/1/16,ATL,POR,170,-190,234.0,106-112
184,21/1/17,NY,BOS,260,-310,209.5,105-75
185,21/1/17,CHI,DAL,225,-265,226.0,117-101
186,21/1/17,UTA,DEN,-130,110,219.5,109-105
187,21/1/17,NO,SAC,-145,125,226.0,128-123
188,21/1/17,IND,LAC,300,-360,219.0,96-129
189,21/1/18,ORL,NY,-130,110,205.0,84-91
190,21/1/18,MIN,ATL,250,-300,228.5,97-108
191,21/1/18,SA,POR,-125,105,227.0,125-104
192,21/1/18,DET,MIA,210,-250,215.0,107-113
193,21/1/18,PHO,MEM,-200,175,217.0,104-108
194,21/1/18,DAL,TOR,135,-155,220.5,93-116
195,21/1/18,MIL,BKN,-175,155,240.0,123-125
196,21/1/18,HOU,CHI,-130,110,224.0,120-125
197,21/1/18,GS,LAL,375,-450,225.5,115-113
198,21/1/19,OKC,DEN,400,-500,220.0,101-119
199,21/1/19,NO,UTA,210,-250,217.5,102-118
200,21/1/20,BOS,PHI,175,-200,220.5,109-117
201,21/1/20,BKN,CLE,-600,450,226.5,135-147
202,21/1/20,DAL,IND,-140,120,221.5,124-112
203,21/1/20,DET,ATL,170,-190,220.5,115-123
204,21/1/20,MIA,TOR,155,-175,222.0,111-102
205,21/1/20,ORL,MIN,-180,160,220.0,97-96
206,21/1/20,PHO,HOU,-220,190,219.0,109-103
207,21/1/20,SAC,LAC,475,-650,231.0,96-115
208,21/1/20,SA,GS,100,-120,228.0,99-121
209,21/1/21,LAL,MIL,100,-120,227.5,113-106
210,21/1/21,NY,GS,180,-210,215.0,119-104
211,21/1/21,NO,UTA,240,-280,217.5,118-129
212,21/1/22,CHI,CHA,135,-155,228.5,123-110
213,21/1/22,ORL,IND,170,-190,215.5,118-120
214,21/1/22,HOU,DET,125,-145,215.0,103-102
215,21/1/22,BOS,PHI,160,-180,221.0,110-122
216,21/1/22,MIA,TOR,115,-135,220.0,81-101
217,21/1/22,BKN,CLE,-260,220,223.5,113-125
218,21/1/22,ATL,MIN,-240,200,227.5,116-98
219,21/1/22,DAL,SA,-135,115,223.0,122-117
220,21/1/22,OKC,LAC,775,-1300,220.5,106-120
221,21/1/22,NY,SAC,145,-165,219.0,94-103
222,21/1/22,DEN,PHO,100,-120,219.5,130-126
223,21/1/23,GS,UTA,250,-300,228.5,108-127
224,21/1/23,PHI,DET,-380,320,215.5,114-110
225,21/1/23,MIA,BKN,280,-340,232.0,124-128
226,21/1/23,NO,MIN,-370,310,217.5,110-120
227,21/1/23,LAL,CHI,-500,400,227.0,101-90
228,21/1/23,HOU,DAL,265,-320,222.0,133-108
229,21/1/23,DEN,PHO,-155,135,216.0,120-112
230,21/1/24,TOR,IND,165,-185,217.0,107-102
231,21/1/24,CLE,BOS,210,-250,212.5,103-141
232,21/1/24,OKC,LAC,800,-1400,220.5,100-108
233,21/1/24,CHA,ORL,-130,110,215.0,107-104
234,21/1/24,WAS,SA,200,-240,233.5,101-121
235,21/1/24,ATL,MIL,625,-950,224.5,115-129
236,21/1/24,NY,POR,155,-175,214.5,113-116
237,21/1/25,CHA,ORL,-110,-110,213.5,108-117
238,21/1/25,PHI,DET,-190,170,216.0,104-119
239,21/1/25,TOR,IND,115,-135,219.0,114-129
240,21/1/25,LAL,CLE,-800,550,214.5,115-108
241,21/1/25,MIA,BKN,270,-330,237.0,85-98
242,21/1/25,BOS,CHI,-175,155,227.5,119-103
243,21/1/25,DEN,DAL,-130,110,223.0,117-113
244,21/1/25,OKC,POR,175,-200,226.5,125-122
245,21/1/25,MIN,GS,310,-370,227.0,108-130
246,21/1/26,LAC,ATL,200,-240,226.5,99-108
247,21/1/26,WAS,HOU,140,-160,234.0,88-107
248,21/1/26,NY,UTA,500,-700,212.0,94-108
249,21/1/27,DET,CLE,110,-130,215.5,107-122
250,21/1/27,SAC,ORL,110,-130,223.5,121-107
251,21/1/27,IND,CHA,-145,125,221.5,116-106
252,21/1/27,MIL,TOR,-250,210,228.0,115-108
253,21/1/27,BKN,ATL,-230,195,238.0,132-128
254,21/1/27,LAL,PHI,-175,155,222.5,106-107
255,21/1/27,DEN,MIA,-240,200,215.0,109-82
256,21/1/27,WAS,NO,300,-360,227.5,106-124
257,21/1/27,BOS,SA,-190,170,224.5,106-110
258,21/1/27,DAL,UTA,115,-135,221.0,104-116
259,21/1/27,OKC,PHO,270,-330,215.0,102-97
260,21/1/27,MIN,GS,350,-420,229.0,111-123
261,21/1/28,LAC,MIA,145,-165,212.5,109-105
262,21/1/28,LAL,DET,-310,260,214.0,92-107
263,21/1/28,GS,PHO,110,-130,219.0,93-114
264,21/1/28,POR,HOU,170,-190,229.5,101-104
265,21/1/29,ATL,WAS,-165,145,234.5,116-100
266,21/1/29,LAC,ORL,-330,270,217.0,116-90
267,21/1/29,IND,CHA,-160,140,221.5,105-108
268,21/1/29,SAC,TOR,190,-220,226.5,126-124
269,21/1/29,MIL,NO,-280,240,229.5,126-131
270,21/1/29,CLE,NY,105,-125,209.0,81-102
271,21/1/29,BKN,OKC,-260,220,229.5,147-125
272,21/1/29,PHI,MIN,-480,390,225.0,118-94
273,21/1/29,DEN,SA,-175,155,222.0,109-119
274,21/1/29,DAL,UTA,150,-170,222.0,101-120
275,21/1/30,POR,CHI,110,-130,233.0,123-122
276,21/1/30,MIL,CHA,-420,350,231.0,114-126
277,21/1/30,HOU,NO,115,-135,223.0,126-112
278,21/1/30,SAC,MIA,220,-260,222.5,104-105
279,21/1/30,LAL,BOS,-165,145,217.5,96-95
280,21/1/30,PHO,DAL,-110,-110,215.0,111-105
281,21/1/30,DET,GS,190,-220,224.5,91-118
282,21/1/30,MEM,SA,150,-170,219.0,129-112
283,21/1/31,UTA,DEN,-155,135,220.0,117-128
284,21/1/31,PHI,IND,125,-145,221.5,119-110
285,21/1/31,LAC,NY,-450,375,210.5,129-115
286,21/1/31,ORL,TOR,200,-240,215.5,102-115
287,21/1/31,BKN,WAS,-240,200,245.0,146-149
288,21/1/31,CLE,MIN,-160,140,219.5,104-109
289,21/2/01,MIN,CLE,145,-165,221.5,98-100
290,21/2/01,LAL,ATL,-300,250,219.0,107-99
291,21/2/01,CHA,MIA,260,-310,216.5,129-121
292,21/2/01,SAC,NO,125,-145,234.5,118-109
293,21/2/01,NY,CHI,140,-160,217.0,102-110
294,21/2/01,HOU,OKC,-200,175,224.5,136-106
295,21/2/01,POR,MIL,400,-500,235.0,106-134
296,21/2/01,MEM,SA,155,-175,222.0,133-102
297,21/2/01,PHO,DAL,120,-140,219.0,109-108
298,21/2/02,MEM,IND,160,-180,221.5,116-134
299,21/2/02,TOR,ORL,-260,220,215.5,123-108
300,21/2/02,LAC,BKN,-120,100,241.5,120-124
301,21/2/02,DET,UTA,650,-1000,218.5,105-117
302,21/2/02,BOS,GS,-140,120,227.0,111-107
303,21/2/02,POR,WAS,120,-140,241.5,132-121
304,21/2/03,IND,MIL,330,-400,231.5,110-130
305,21/2/03,PHI,CHA,-310,260,225.0,118-111
306,21/2/03,LAC,CLE,-420,350,220.0,121-99
307,21/2/03,WAS,MIA,350,-420,228.0,103-100
308,21/2/03,DAL,ATL,-130,110,223.5,122-116
309,21/2/03,HOU,OKC,-250,210,222.0,87-104
310,21/2/03,NY,CHI,105,-125,218.0,107-103
311,21/2/03,MIN,SA,280,-340,226.0,108-111
312,21/2/03,PHO,NO,-155,135,223.0,101-123
313,21/2/03,BOS,SAC,-110,-110,224.0,111-116
314,21/2/04,POR,PHI,400,-500,223.0,121-105
315,21/2/04,GS,DAL,155,-175,229.5,147-116
316,21/2/04,UTA,ATL,-450,375,221.0,112-91
317,21/2/04,HOU,MEM,145,-165,226.0,115-103
318,21/2/04,DEN,LAL,175,-200,217.0,93-114
319,21/2/05,CHI,ORL,-135,115,224.5,119-123
320,21/2/05,UTA,CHA,-360,300,224.5,138-121
321,21/2/05,NO,IND,105,-125,228.0,114-113
322,21/2/05,MIL,CLE,-700,500,228.5,123-105
323,21/2/05,TOR,BKN,190,-220,239.5,123-117
324,21/2/05,MIN,OKC,-140,120,220.5,106-103
325,21/2/05,WAS,MIA,245,-290,230.0,95-122
326,21/2/05,DET,PHO,300,-360,212.0,92-109
327,21/2/05,BOS,LAC,180,-210,219.0,119-115
328,21/2/06,POR,NY,-120,100,215.5,99-110
329,21/2/06,DEN,SAC,-125,105,226.0,114-119
330,21/2/06,MEM,NO,-120,100,227.0,109-118
331,21/2/06,CHI,ORL,-120,100,224.5,118-92
332,21/2/06,BKN,PHI,245,-290,233.0,108-124
333,21/2/06,TOR,ATL,-120,100,222.5,121-132
334,21/2/06,MIL,CLE,-650,475,226.5,124-99
335,21/2/06,MIN,OKC,115,-135,220.5,118-120
336,21/2/06,SA,HOU,100,-120,225.5,111-106
337,21/2/06,GS,DAL,165,-185,232.0,132-134
338,21/2/06,DET,LAL,900,-1600,214.0,129-135
339,21/2/07,UTA,IND,-220,190,225.0,103-95
340,21/2/07,MIA,NY,-240,200,207.0,109-103
341,21/2/07,BOS,PHO,125,-145,215.0,91-100
342,21/2/07,SAC,LAC,300,-360,228.0,113-110
343,21/2/07,WAS,CHA,-125,105,237.0,97-119
344,21/2/08,HOU,CHA,-125,105,219.5,94-119
345,21/2/08,TOR,MEM,-150,130,223.5,128-113
346,21/2/08,WAS,CHI,170,-190,237.0,105-101
347,21/2/08,GS,SA,100,-120,233.0,100-105
348,21/2/08,MIN,DAL,425,-550,228.5,122-127
349,21/2/08,CLE,PHO,200,-240,212.5,113-119
350,21/2/08,MIL,DEN,-130,110,233.5,125-112
351,21/2/08,OKC,LAL,500,-700,220.5,112-119
352,21/2/09,BKN,DET,-230,195,229.0,111-122
353,21/2/09,NY,MIA,200,-240,207.5,96-98
354,21/2/09,HOU,NO,230,-270,226.0,101-130
355,21/2/09,GS,SA,-110,-110,230.0,114-91
356,21/2/09,PHI,SAC,-210,180,232.0,119-111
357,21/2/09,BOS,UTA,180,-210,222.0,108-122
358,21/2/09,ORL,POR,210,-250,220.0,97-106
359,21/2/10,TOR,WAS,-210,180,235.0,137-115
360,21/2/10,IND,BKN,-115,-105,235.0,94-104
361,21/2/10,ATL,DAL,135,-155,231.0,117-118
362,21/2/10,LAC,MIN,-430,360,224.5,119-112
363,21/2/10,NO,CHI,-140,120,230.0,116-129
364,21/2/10,CHA,MEM,120,-140,224.5,114-130
365,21/2/10,CLE,DEN,400,-500,218.0,95-133
366,21/2/10,OKC,LAL,575,-850,217.0,113-114
367,21/2/10,MIL,PHO,-180,160,228.5,124-125
368,21/2/11,IND,DET,-175,155,214.5,111-95
369,21/2/11,MIA,HOU,-130,110,214.0,101-94
370,21/2/11,PHI,POR,-230,195,229.0,114-118
371,21/2/11,ORL,GS,320,-380,221.0,105-111
372,21/2/11,TOR,BOS,125,-145,219.0,106-120
373,21/2/12,MIN,CHA,120,-140,230.0,114-120
374,21/2/12,NY,WAS,-150,130,218.5,109-91
375,21/2/12,SA,ATL,115,-135,225.0,125-114
376,21/2/12,NO,DAL,130,-150,233.5,130-143
377,21/2/12,LAC,CHI,-300,250,225.0,125-106
378,21/2/12,MIL,UTA,120,-140,233.0,115-129
379,21/2/12,OKC,DEN,650,-1000,221.5,95-97
380,21/2/12,ORL,SAC,225,-265,217.5,123-112
381,21/2/12,MEM,LAL,300,-360,218.5,105-115
382,21/2/12,CLE,POR,165,-185,221.5,110-129
383,21/2/12,DET,BOS,290,-350,210.5,108-102
384,21/2/13,PHI,PHO,-105,-115,221.0,111-120
385,21/2/13,IND,ATL,-115,-105,223.5,125-113
386,21/2/13,HOU,NY,-120,100,213.0,99-121
387,21/2/13,BKN,GS,-160,140,246.0,134-117
388,21/2/13,MIA,UTA,240,-280,215.5,94-112
389,21/2/14,POR,DAL,180,-210,235.5,121-118
390,21/2/14,MIN,TOR,290,-350,229.5,116-112
391,21/2/14,SA,CHA,-170,150,226.5,122-110
392,21/2/14,MIL,OKC,-1000,650,228.5,109-114
393,21/2/14,LAL,DEN,-150,130,219.0,105-122
394,21/2/14,ORL,PHO,525,-750,212.0,90-109
395,21/2/14,MEM,SAC,105,-125,232.0,124-110
396,21/2/14,CLE,LAC,395,-490,220.0,111-128
397,21/2/14,BOS,WAS,-280,240,230.0,91-104
398,21/2/14,NO,DET,-220,190,222.5,112-123
399,21/2/15,CHI,IND,170,-190,223.5,120-112
400,21/2/15,HOU,WAS,105,-125,233.5,119-131
401,21/2/15,ATL,NY,-125,105,218.5,112-123
402,21/2/15,PHI,UTA,320,-380,225.0,123-134
403,21/2/15,MIA,LAC,-240,200,217.5,118-125
404,21/2/15,CLE,GS,450,-600,227.5,98-129
405,21/2/15,BKN,SAC,-190,170,243.0,136-125
406,21/2/16,DEN,BOS,110,-130,222.5,99-112
407,21/2/16,NO,MEM,-115,-105,232.0,144-113
408,21/2/16,TOR,MIL,210,-250,236.0,124-113
409,21/2/16,LAL,MIN,-265,225,223.0,112-104
410,21/2/16,POR,OKC,-220,190,226.0,115-104
411,21/2/16,BKN,PHO,270,-330,226.5,128-124
412,21/2/17,NY,ORL,-160,140,209.5,89-107
413,21/2/17,DEN,WAS,-175,155,234.5,128-130
414,21/2/17,HOU,PHI,330,-400,227.0,113-118
415,21/2/17,ATL,BOS,110,-130,222.5,122-114
416,21/2/17,POR,NO,150,-170,237.0,126-124
417,21/2/17,IND,MIN,-200,175,225.5,134-128
418,21/2/17,MIA,GS,-115,-105,222.5,112-120
419,21/2/17,UTA,LAC,-260,220,228.0,114-96
420,21/2/17,DET,CHI,130,-150,219.5,102-105
421,21/2/17,OKC,MEM,225,-265,227.0,113-122
422,21/2/18,TOR,MIL,270,-330,234.0,110-96
423,21/2/18,BKN,LAL,130,-150,230.5,109-98
424,21/2/18,MIA,SAC,-105,-115,226.0,118-110
425,21/2/19,GS,ORL,-200,175,225.5,120-124
426,21/2/19,CHI,PHI,210,-250,227.0,105-112
427,21/2/19,ATL,BOS,175,-200,226.5,109-121
428,21/2/19,DET,MEM,170,-190,219.0,95-109
429,21/2/19,OKC,MIL,450,-600,232.0,85-98
430,21/2/19,PHO,NO,-165,145,231.0,132-114
431,21/2/19,TOR,MIN,-155,135,225.5,86-81
432,21/2/19,UTA,LAC,-110,-110,228.0,112-116
433,21/2/19,DEN,CLE,-450,375,226.0,120-103
434,21/2/20,GS,CHA,-130,110,234.5,100-102
435,21/2/20,PHO,MEM,-260,220,223.0,128-97
436,21/2/20,SAC,CHI,-115,-105,235.5,114-122
437,21/2/20,MIA,LAL,145,-165,208.5,96-94
438,21/2/20,WAS,POR,155,-175,243.5,118-111
439,21/2/21,BOS,NO,-140,120,230.0,115-120
440,21/2/21,PHI,TOR,-150,130,223.0,103-110
441,21/2/21,DET,ORL,145,-165,210.5,96-105
442,21/2/21,OKC,CLE,-150,130,220.0,117-101
443,21/2/21,MIN,NY,135,-155,217.5,99-103
444,21/2/21,DEN,ATL,-145,125,232.0,115-123
445,21/2/21,BKN,LAC,225,-265,234.5,112-108
446,21/2/21,SAC,MIL,450,-600,239.5,115-128
447,21/2/22,CHI,HOU,-110,-110,226.5,120-100
448,21/2/22,MIA,OKC,-280,240,212.5,108-94
449,21/2/22,MEM,DAL,165,-185,232.0,92-102
450,21/2/22,POR,PHO,210,-250,226.5,100-132
451,21/2/22,CHA,UTA,625,-950,228.0,110-132
452,21/2/22,WAS,LAL,240,-280,229.0,127-124
453,21/2/23,ATL,CLE,-330,270,228.0,111-112
454,21/2/23,DET,ORL,155,-175,211.0,105-93
455,21/2/23,GS,NY,-170,150,222.0,114-106
456,21/2/23,BOS,DAL,-140,120,222.5,107-110
457,21/2/23,SAC,BKN,210,-250,241.5,118-127
458,21/2/23,PHI,TOR,-145,125,221.5,109-102
459,21/2/23,MIN,MIL,500,-700,232.0,112-139
460,21/2/23,POR,DEN,210,-250,231.0,106-111
461,21/2/23,WAS,LAC,600,-900,235.0,116-135
462,21/2/24,GS,IND,115,-135,230.5,111-107
463,21/2/24,TOR,MIA,100,-120,213.5,108-116
464,21/2/24,HOU,CLE,-175,155,221.5,96-112
465,21/2/24,BOS,ATL,-125,105,221.0,112-127
466,21/2/24,SA,OKC,-110,-110,217.5,99-102
467,21/2/24,MIN,CHI,160,-180,229.0,126-133
468,21/2/24,DET,NO,550,-800,221.5,118-128
469,21/2/24,CHA,PHO,350,-420,225.0,124-121
470,21/2/24,LAL,UTA,330,-400,218.5,89-114
471,21/2/25,DAL,PHI,175,-195,228.5,97-111
472,21/2/25,ORL,BKN,330,-400,229.0,92-129
473,21/2/25,SAC,NY,-105,-115,226.0,121-140
474,21/2/25,LAC,MEM,-340,280,225.5,94-122
475,21/2/25,WAS,DEN,290,-350,237.5,112-110
476,21/2/25,NO,MIL,265,-320,241.5,125-129
477,21/2/26,SAC,DET,-115,-105,228.0,110-107
478,21/2/26,IND,BOS,120,-140,218.5,112-118
479,21/2/26,HOU,TOR,235,-275,219.0,111-122
480,21/2/26,PHO,CHI,-250,210,225.5,106-97
481,21/2/26,LAC,MEM,-320,265,223.0,119-99
482,21/2/26,UTA,MIA,-250,210,220.5,116-124
483,21/2/26,ATL,OKC,-210,180,227.0,109-118
484,21/2/26,POR,LAL,170,-190,222.0,93-102
485,21/2/26,CHA,GS,220,-260,233.5,121-130
486,21/2/27,CLE,PHI,500,-700,220.0,112-109
