HOU,NY,530,-625,210.0
MIA,WAS,-110,100,210.5
NO,IND,250,-300,212.0
OKC,BOS,440,-550,205.5
CHA,ATL,230,-250,226.0
ORL,MIL,500,-620,212.5
MEM,MIN,120,-133,218.5
UTA,SAC,-303,270,222.0
PHI,POR,220,-250,217.0
