DET,LAC,575,-667,206.0
MIN,CHA,120,-133,222.5
PHO,NY,-143,130,216.0
CHI,ORL,-355,310,213.5
TOR,IND,144,-160,211.5
ATL,MEM,-105,-110,225.5
WAS,OKC,-303,260,208.5
BOS,SA,-139,125,214.5
MIL,DEN,-160,150,213.5
NO,UTA,530,-714,214.5
POR,GS,235,-250,225.0
SAC,LAL,260,-303,222.5
