ORL,PHI,900,-1500,208.5
DEN,MIA,260,-300,207.5
CHA,CHI,188,-210,224.5
OKC,HOU,120,-130,215.0
IND,MIN,158,-170,217.5
CLE,DAL,198,-220,207.0
WAS,SA,-146,135,214.5
POR,UTA,270,-303,222.5
NO,LAC,320,-380,207.5
