PHO,CLE,-250,235,209.0
LAL,IND,110,-120,218.5
CHA,ORL,-320,275,219.5
BKN,BOS,-112,100,215.5
CHI,HOU,-390,320,212.5
TOR,MEM,150,-167,221.5
DET,MIL,950,-1111,214.0
MIA,MIN,-126,115,212.5
UTA,OKC,-900,700,208.5
WAS,NO,-154,145,209.5
ATL,SA,-161,150,220.0
PHI,GS,440,-550,218.5
POR,SAC,-139,125,224.0
